x,y,z[0],z[1],z[2],z[3],z[4],z[5],z[6],z[7],z[8],z[9],z[10],z[11],z[12],z[13],z[14],z[15],z[16],z[17],z[18],z[19],z[20],z[21],z[22],z[23],z[24],z[25],z[26],z[27],z[28],z[29],z[30],z[31],z[32],z[33],z[34],z[35],z[36],z[37],z[38],z[39],z[40],z[41],z[42],z[43],z[44],z[45],z[46],z[47],z[48],z[49]
162336000,,-70.0501,-71.7703,-71.3401,-72.307,-71.9196,-73.7949,-72.7805,-71.8708,-73.7128,-74.0821,-74.2577,-72.9827,-71.8578,-72.1232,-78.2722,-73.7482,-73.5449,-73.8903,-72.8492,-72.1485,-71.8143,-71.6265,-73.792,-71.0191,-71.0732,-73.2836,-73.3775,-83.7419,-73.221,-74.1715,-75.734,-73.1071,-72.9881,-73.2302,-72.1671,-73.3341,-71.3407,-72.0729,-72.1611,-72.085,-72.1249,-73.9951,-72.101,-74.0823,-71.9895,-74.2133,-77.4113,-72.0636,-71.9664,-72.8659
162340000,,-67.6719,-69.1216,-68.5797,-69.4336,-70.2682,-70.8332,-69.7066,-69.5101,-70.0878,-70.5667,-72.3253,-69.9034,-70.5987,-69.8875,-75.9543,-70.2902,-70.9185,-71.1105,-69.85,-69.8223,-70.9348,-69.7201,-69.7995,-69.8929,-69.2264,-71.5414,-71.1038,-81.0797,-70.7005,-71.1018,-73.8335,-70.9676,-69.6949,-70.6201,-70.3046,-70.6879,-70.0328,-70.084,-70.8899,-70.8324,-71.2266,-69.9889,-71.1712,-71.8785,-69.5675,-70.7804,-74.8128,-70.1254,-69.5828,-69.5658
162344000,,-67.429,-67.8472,-67.689,-68.9245,-68.3488,-69.1763,-68.9976,-69.6523,-70.308,-70.1254,-71.9913,-69.298,-69.5268,-69.6846,-75.2736,-69.6054,-70.4427,-70.1604,-69.4671,-69.6792,-70.4996,-69.3908,-68.8606,-68.8817,-69.59,-70.7333,-69.5024,-80.7475,-70.311,-69.7363,-73.7683,-70.6365,-68.7766,-70.0268,-71.2322,-70.4781,-69.168,-68.7547,-70.4534,-70.0466,-69.7487,-69.2185,-70.3329,-70.1133,-69.3278,-70.0118,-74.0101,-69.9305,-69.5758,-68.4286
162348000,,-68.112,-68.4963,-69.6698,-70.6763,-68.5149,-69.7786,-70.8477,-71.1372,-70.301,-69.5338,-72.4022,-70.9403,-70.4548,-69.871,-76.9902,-71.0105,-70.7812,-70.49,-68.7962,-70.5861,-69.9054,-70.6626,-71.5569,-70.2116,-69.9724,-71.1155,-70.0659,-83.0654,-71.3961,-71.2228,-73.123,-70.2928,-68.73,-72.2405,-72.2429,-71.7572,-70.0761,-70.219,-68.9174,-69.6347,-70.4962,-69.4038,-71.6293,-70.6702,-69.8606,-71.7192,-75.6997,-70.39,-71.7497,-70.4743
162352000,,-65.0745,-67.0621,-66.711,-68.235,-65.3989,-66.0066,-68.1004,-67.4336,-67.6793,-67.7474,-67.5706,-68.8477,-70.2117,-67.5092,-72.2586,-67.6758,-68.4291,-68.1127,-64.5331,-66.0412,-64.9563,-67.6476,-67.7011,-68.158,-68.3259,-67.5005,-66.078,-77.9901,-69.432,-67.8952,-68.0521,-65.9513,-64.3511,-67.9056,-70.0716,-69.5612,-68.1064,-68.8783,-64.9916,-66.7677,-66.799,-67.4657,-68.1229,-67.0686,-64.4748,-69.5119,-71.4944,-70.2581,-67.5488,-67.4923
162356000,,-67.9139,-68.8755,-68.5642,-68.8968,-67.8995,-67.8513,-69.2718,-69.3011,-69.9121,-69.7811,-69.3816,-70.0281,-70.9181,-69.1588,-73.8531,-69.8125,-70.2437,-69.7042,-66.3927,-68.0214,-67.5492,-68.6318,-68.738,-69.9649,-71.3888,-69.0716,-68.0919,-80.2578,-69.9284,-69.4227,-70.4347,-67.7412,-66.8166,-69.4907,-70.6547,-69.8593,-70.7407,-70.0284,-67.2781,-68.1367,-68.0945,-69.358,-69.6906,-68.6926,-66.9891,-70.1325,-73.0048,-71.4458,-69.3993,-69.7881
162360000,,-71.0428,-71.5165,-71.631,-71.7308,-71.0455,-71.8887,-72.2381,-72.6076,-74.1088,-71.8458,-73.8667,-72.1377,-71.8254,-72.9525,-76.9178,-73.3119,-73.4034,-71.0521,-71.7422,-72.3735,-73.674,-71.0832,-72.2069,-72.1947,-73.5647,-72.5752,-71.8538,-84.0783,-73.0704,-72.6847,-75.5218,-73.4153,-73.005,-72.4396,-71.6733,-70.5314,-72.5807,-72.4476,-72.049,-70.8887,-72.1522,-72.4838,-70.9327,-72.2102,-73.76,-72.7644,-77.2339,-72.723,-72.2182,-72.9557
162364000,,-71.0893,-70.3927,-71.4949,-71.1903,-71.6099,-72.4745,-73.0719,-73.9342,-74.5766,-73.4761,-75.6031,-72.7479,-72.8128,-73.5926,-76.6332,-74.4331,-73.3712,-72.076,-73.2834,-73.913,-72.2653,-71.5268,-73.009,-73.0765,-72.8678,-71.9378,-72.5693,-83.4108,-74.0789,-73.2655,-74.8206,-73.972,-72.6805,-74.0846,-71.7902,-70.7242,-73.6009,-72.7085,-72.5128,-71.1248,-74.1583,-73.2369,-72.1281,-71.6676,-73.9057,-74.4671,-77.6615,-72.6471,-71.4888,-73.017
162368000,,-71.6073,-70.1689,-71.2889,-71.1041,-73.3782,-73.4849,-73.5209,-73.8162,-72.2708,-75.1513,-75.2801,-72.8786,-73.4379,-72.3685,-77.6397,-73.4863,-72.6101,-72.86,-72.9736,-72.8174,-73.7853,-71.4937,-73.1492,-72.2909,-72.6467,-72.4345,-72.6807,-84.2864,-75.2548,-73.7154,-75.8001,-73.4239,-72.8183,-72.64,-72.872,-72.655,-72.3676,-71.5018,-72.6777,-72.0278,-73.3696,-73.163,-72.1316,-72.8011,-73.5963,-72.9905,-78.194,-73.0195,-72.0104,-73.0814
162372000,,-69.7995,-69.962,-70.5092,-70.9165,-73.5139,-72.3704,-72.043,-72.4482,-72.215,-74.2945,-74.3202,-72.3662,-74.0801,-72.2371,-79.4017,-73.1222,-73.3267,-73.5716,-73.5138,-71.7543,-73.6921,-72.375,-73.1353,-72.4641,-73.9447,-73.2939,-72.8509,-84.4566,-75.0446,-73.0396,-75.3138,-72.6769,-73.3683,-72.8364,-73.8781,-73.1706,-72.4537,-71.7344,-73.9168,-72.4419,-72.852,-72.8747,-71.9273,-71.8045,-72.8374,-72.6022,-78.0084,-73.1362,-71.9063,-73.5046
162376000,,-70.2944,-70.7986,-70.4247,-71.5398,-72.9198,-71.0976,-71.622,-73.0918,-71.9544,-72.2742,-74.4206,-72.4086,-72.8105,-70.5297,-78.371,-72.3177,-73.4712,-72.3214,-72.0333,-71.7947,-73.3106,-73.2396,-71.8648,-71.5904,-73.1291,-73.4351,-72.7753,-83.5488,-73.6556,-71.2446,-74.6168,-72.5095,-73.5106,-72.0511,-73.3095,-73.3286,-72.15,-73.0657,-73.5554,-72.0661,-73.1572,-72.2367,-71.6126,-71.0217,-72.6909,-72.9922,-78.0715,-73.7366,-72.7199,-72.8319
162380000,,-69.0505,-68.9435,-68.763,-70.0343,-70.9007,-71.15,-70.3745,-70.0196,-71.075,-70.0845,-75.7143,-69.3843,-70.0829,-69.8295,-76.1146,-70.429,-70.9511,-70.9521,-71.413,-71.5165,-71.4873,-71.7211,-69.9367,-70.5819,-72.232,-71.719,-70.2818,-82.8293,-71.7722,-70.9302,-74.5524,-72.0428,-71.9628,-71.7896,-70.7403,-72.2228,-70.985,-71.5054,-70.4858,-71.8417,-72.0338,-70.5498,-71.7795,-70.4899,-72.1093,-70.8679,-76.8256,-72.7948,-70.8042,-70.4366
162384000,,-67.0241,-67.3794,-66.8432,-67.9079,-70.3629,-70.934,-68.3919,-67.9438,-70.3345,-68.4813,-73.7849,-67.6242,-68.467,-70.0655,-73.8695,-69.0037,-69.969,-69.0964,-71.4387,-70.2137,-70.6705,-71.4094,-68.2506,-68.8428,-69.5875,-69.3354,-68.438,-82.9008,-69.8939,-68.9693,-73.7036,-71.106,-70.2846,-70.7111,-68.1477,-69.3256,-70.5362,-71.241,-69.5631,-70.3708,-71.3076,-68.1992,-70.7271,-69.6166,-70.9078,-69.6996,-76.333,-70.5979,-68.5455,-69.4279
162388000,,-68.9689,-69.6765,-69.6674,-70.2479,-72.6216,-73.3947,-70.5018,-71.2573,-70.9003,-70.673,-74.4789,-72.5031,-71.3458,-72.349,-76.3708,-72.8924,-73.4858,-71.7613,-73.0253,-71.7096,-71.4514,-74.1244,-72.0853,-71.3228,-70.5051,-71.7276,-72.2711,-84.7901,-72.0899,-71.898,-75.0265,-72.3666,-71.5621,-72.9365,-72.0382,-72.1181,-71.6588,-72.3745,-70.2427,-72.8438,-71.6413,-71.2523,-72.4185,-72.7435,-72.6675,-73.2377,-76.7796,-71.5335,-72.1714,-71.9368
162392000,,-69.5643,-70.8999,-69.9788,-72.0777,-74.0565,-72.1084,-72.5094,-72.4366,-73.2604,-73.1169,-75.1271,-72.5772,-73.5062,-73.7438,-77.9719,-72.8251,-73.7992,-73.0981,-73.4484,-72.6463,-71.918,-74.6019,-73.1144,-72.0553,-72.2871,-72.9956,-73.8187,-84.1673,-73.4559,-72.6441,-76.4124,-74.209,-71.1466,-71.8815,-72.3157,-72.957,-73.0769,-71.3289,-70.9091,-74.9104,-72.2272,-71.4145,-72.0536,-72.5415,-73.306,-72.7381,-77.274,-73.9722,-73.5296,-75.0596
162396000,,-69.6091,-70.8796,-70.5765,-71.91,-72.8632,-71.2607,-71.8834,-72.7884,-72.1878,-73.4787,-75.4324,-71.8238,-73.3034,-73.3853,-78.448,-72.6531,-73.1563,-74.4134,-72.2142,-73.5878,-72.8435,-73.1496,-73.2769,-72.4596,-73.4973,-74.4052,-72.7386,-85.3406,-73.1152,-72.3307,-77.2031,-74.8034,-70.4292,-70.6437,-72.9757,-73.2899,-72.1716,-71.9102,-72.5347,-72.931,-72.2857,-71.69,-73.0432,-72.5675,-73.1782,-70.8722,-78.3371,-74.479,-73.8515,-74.0004
162400000,,-69.5026,-69.6418,-69.8508,-71.2962,-71.0038,-71.1341,-70.8968,-71.4045,-71.1939,-70.801,-74.0783,-71.1404,-71.5321,-72.3879,-76.4525,-72.9047,-71.3073,-70.7831,-70.7547,-71.3425,-71.5699,-71.6412,-71.3872,-71.2896,-72.2763,-70.3531,-71.6318,-82.4651,-73.1053,-71.0144,-75.7769,-71.9424,-71.0027,-70.5056,-71.9345,-71.3559,-70.3881,-71.5389,-71.6022,-70.8914,-70.5802,-71.1783,-71.7051,-70.7892,-71.8922,-71.4903,-76.8542,-71.9001,-70.3817,-71.275
162404000,,-68.237,-68.5483,-66.596,-69.1638,-68.9243,-69.0791,-69.6249,-68.9041,-69.3423,-68.8146,-72.3448,-69.6782,-69.4245,-69.2096,-75.6154,-71.1815,-70.0794,-68.4856,-68.7402,-69.4122,-70.9546,-69.7873,-70.0935,-70.1857,-69.0088,-68.664,-70.0572,-80.8507,-71.1273,-69.0527,-72.5279,-70.27,-70.5997,-68.5037,-69.418,-69.0445,-69.5167,-69.2554,-70.0118,-69.7375,-69.2366,-69.9482,-69.2474,-68.9899,-70.2565,-69.0173,-74.0555,-69.8933,-68.54,-69.2906
162408000,,-71.335,-70.3899,-68.7851,-71.1503,-70.9715,-70.8139,-71.8235,-70.1432,-71.2712,-70.9,-74.5768,-71.3866,-71.5555,-71.9634,-77.8241,-72.321,-72.5515,-71.3131,-71.1326,-71.2531,-72.4602,-71.71,-72.5305,-72.2281,-71.5177,-71.1248,-72.6709,-83.8614,-74.1872,-71.7811,-74.8528,-73.6605,-73.343,-70.5016,-72.0125,-71.0602,-71.115,-71.0006,-71.6774,-71.7175,-71.6033,-72.5863,-71.3786,-70.957,-72.665,-71.2608,-77.6971,-72.876,-71.9271,-70.8758
162412000,,-70.8325,-69.4788,-70.3357,-72.5256,-70.3988,-71.9034,-70.627,-70.8732,-71.9807,-70.797,-74.1003,-72.6764,-70.6526,-72.5944,-77.0472,-71.7556,-70.8651,-71.0471,-70.1361,-70.3677,-70.9666,-71.0591,-72.516,-71.1472,-72.0169,-72.1207,-71.6935,-82.8065,-73.6512,-73.4883,-74.5453,-72.675,-73.5039,-70.6332,-71.6771,-69.7533,-72.4113,-70.3191,-71.4191,-70.5995,-70.2484,-73.3129,-72.6246,-70.1675,-71.3708,-71.4643,-74.9477,-73.1586,-71.4354,-70.8365
162416000,,-71.902,-69.9833,-70.4487,-72.3864,-70.7048,-72.7926,-71.4709,-71.7618,-72.337,-71.7376,-73.2001,-73.2883,-71.3406,-73.4016,-78.1945,-71.9508,-70.5384,-71.5654,-70.7372,-71.5981,-71.7258,-71.8122,-73.644,-70.3363,-71.6204,-71.8883,-72.6942,-82.9214,-72.8647,-72.8753,-75.2429,-72.8958,-72.6115,-71.8417,-71.2766,-69.5351,-72.5188,-71.2875,-71.4689,-71.2235,-71.0176,-72.5297,-73.7471,-70.916,-71.1886,-70.7942,-74.5903,-73.341,-71.2972,-71.4272
162420000,,-73.2965,-70.4627,-69.8536,-72.5404,-71.7828,-72.6647,-72.6237,-72.1664,-71.9531,-73.7003,-74.2977,-71.7725,-72.5101,-73.258,-78.8218,-73.9613,-71.7838,-72.2641,-73.931,-73.9325,-74.0206,-72.8578,-72.583,-72.408,-72.7307,-71.9508,-72.4414,-85.9391,-73.0555,-72.3624,-76.1004,-73.9828,-72.3583,-72.9242,-72.8146,-72.8583,-73.2702,-72.2716,-72.4365,-73.1345,-72.2218,-72.1152,-72.8842,-73.0579,-72.6045,-71.2044,-77.1743,-73.6158,-71.7485,-72.0404
162424000,,-72.1273,-71.3127,-69.7403,-73.3085,-72.7281,-73.1221,-73.3997,-73.5825,-72.4995,-73.5978,-73.8998,-71.174,-72.6688,-72.1969,-78.29,-74.0621,-71.9813,-72.6124,-74.0752,-73.3023,-74.4442,-72.3442,-72.709,-73.0363,-72.4883,-71.9265,-71.1482,-86.3493,-73.6557,-73.1334,-76.6467,-74.6543,-73.2455,-73.7236,-74.0878,-72.0638,-71.4038,-71.6257,-72.44,-75.0172,-71.3438,-71.7231,-72.6411,-71.6715,-73.9979,-72.0103,-77.4663,-74.0435,-72.6736,-72.4591
162428000,,-70.3151,-70.869,-70.6723,-73.084,-74.057,-73.327,-73.2637,-73.0762,-72.3008,-73.4016,-74.7217,-71.6134,-73.1156,-73.1331,-78.5728,-74.3721,-72.4822,-73.2892,-72.9682,-73.415,-73.1283,-72.6626,-74.9108,-74.1149,-72.5486,-71.6954,-72.1043,-85.8514,-74.4686,-72.7846,-76.121,-72.6343,-73.8544,-73.9021,-73.8188,-72.2245,-72.3223,-72.9557,-72.0912,-73.7205,-72.258,-72.3166,-72.0484,-72.1556,-72.8658,-73.3738,-76.9642,-73.7169,-73.2377,-72.5915
162432000,,-69.3514,-71.229,-71.6668,-73.5453,-71.6564,-72.1088,-73.8577,-72.8872,-73.065,-72.5144,-75.1797,-72.4382,-73.7971,-74.5259,-79.0236,-73.386,-72.7901,-73.5194,-71.9964,-73.7437,-72.6262,-72.2787,-74.8889,-74.8271,-71.7278,-72.5682,-73.3936,-85.2528,-74.2492,-72.877,-77.197,-72.2576,-73.9784,-73.2331,-73.3079,-72.4885,-74.1909,-73.0157,-71.9799,-73.5829,-72.8717,-73.8537,-71.5254,-72.1461,-72.5775,-72.5186,-78.7354,-73.0097,-72.1819,-74.8852
162436000,,-70.5516,-70.9741,-71.2543,-72.9019,-72.2736,-73.9157,-74.1897,-72.9612,-71.927,-71.5459,-75.9008,-73.1947,-74.5712,-72.5079,-79.7462,-74.2421,-72.7549,-72.3189,-72.3956,-73.3634,-71.9257,-72.3997,-73.0103,-74.5682,-72.0933,-72.4933,-73.3511,-85.3643,-73.8707,-72.3485,-77.0746,-72.0426,-72.3336,-73.5654,-73.5042,-72.5787,-74.3382,-73.9912,-74.0215,-72.0984,-71.9399,-73.5677,-73.0705,-72.699,-74.3935,-71.9814,-78.6853,-72.4035,-73.6942,-74.2232
162440000,,-70.2772,-70.1865,-71.1805,-71.1031,-72.854,-72.8814,-72.9156,-72.2805,-72.2649,-72.4223,-75.4534,-72.8898,-73.1216,-73.1337,-78.2268,-73.5227,-73.348,-72.3944,-73.1941,-73.3219,-72.9203,-74.8561,-73.289,-73.7311,-73.5958,-73.7418,-74.0813,-84.3815,-74.5697,-72.6887,-78.3746,-73.3019,-73.367,-74.1691,-72.6332,-71.8347,-74.1984,-71.7775,-74.0992,-71.4075,-72.5292,-72.5912,-74.2795,-74.3125,-74.7833,-72.6224,-76.7596,-73.6387,-72.4048,-73.9058
162444000,,-70.8137,-70.5746,-71.2402,-72.1096,-72.9432,-71.5431,-73.5743,-72.8326,-73.0935,-73.2763,-75.6059,-72.2974,-72.7796,-73.3675,-78.3687,-73.0985,-74.3576,-72.187,-73.0878,-73.4605,-73.9134,-73.4417,-72.8214,-74.0051,-73.5479,-73.2192,-73.7807,-83.4626,-74.8319,-73.7664,-76.9632,-73.3535,-72.2959,-73.9122,-73.0337,-71.9392,-74.8692,-72.8062,-73.715,-72.7711,-72.7382,-72.6443,-73.8971,-74.1797,-74.2383,-73.8366,-77.0377,-73.3453,-71.3769,-74.103
162448000,,-70.7929,-71.7003,-71.6065,-72.2095,-72.6262,-72.9983,-73.4145,-73.8534,-74.6864,-72.8598,-75.5594,-73.7097,-73.774,-73.609,-78.4968,-72.9313,-73.4393,-72.854,-73.2105,-72.6274,-73.5555,-73.0685,-73.7928,-73.7932,-73.6698,-72.53,-73.1452,-84.1628,-74.08,-73.1887,-76.4853,-73.915,-71.5694,-73.7934,-74.425,-73.2088,-74.8984,-73.2792,-73.7469,-74.7271,-72.5268,-73.5238,-74.4043,-73.0586,-73.1899,-74.1308,-77.6269,-74.0084,-72.178,-73.3724
162452000,,-70.4806,-70.789,-71.2917,-72.3373,-73.2959,-72.3963,-73.3894,-73.3627,-73.2015,-73.771,-76.1811,-74.6729,-73.2585,-73.2251,-78.9221,-73.0046,-73.1996,-73.8785,-72.8934,-72.825,-72.0185,-72.2211,-74.1001,-73.5441,-72.5619,-72.8101,-73.1585,-85.3663,-74.1068,-73.0659,-76.4315,-73.6816,-72.7382,-73.6058,-74.9552,-73.9525,-74.9069,-72.197,-73.8776,-74.287,-72.569,-72.4684,-73.4966,-73.0134,-73.6456,-74.0736,-78.302,-74.753,-73.8189,-72.3294
162456000,,-69.6168,-70.7287,-70.8907,-73.9253,-73.0825,-72.7451,-73.028,-73.3242,-73.403,-75.5428,-75.3436,-76.7965,-73.6739,-72.8957,-78.3015,-73.6631,-73.2598,-72.4158,-73.3345,-74.2084,-73.0105,-73.0444,-73.7038,-73.6248,-72.2206,-72.5665,-72.7141,-85.2235,-73.3884,-73.6269,-75.8707,-73.5867,-73.9647,-73.5168,-74.1603,-73.8333,-73.3008,-72.2494,-72.3698,-74.173,-73.3614,-73.05,-73.3131,-73.6067,-73.6485,-74.8933,-78.074,-74.6348,-73.1276,-71.8735
162460000,,-69.4072,-68.8865,-70.4334,-72.6662,-72.3408,-72.2637,-71.2566,-71.3816,-73.6288,-72.1796,-75.3013,-74.454,-72.8588,-71.4385,-77.1339,-72.8226,-72.2682,-72.7608,-72.588,-73.8693,-72.4883,-72.114,-73.6154,-73.3426,-71.5259,-73.2148,-72.2481,-83.5155,-73.2105,-73.2863,-76.0207,-72.0069,-72.568,-72.9469,-73.5178,-72.7028,-73.1979,-72.0659,-71.4904,-72.964,-72.6583,-73.2313,-71.546,-71.161,-71.7807,-73.2604,-76.8928,-73.4268,-72.97,-71.9473
162464000,,-66.6532,-66.6797,-66.9938,-68.7765,-69.7893,-69.6089,-70.365,-68.3226,-70.681,-70.1559,-72.948,-70.4247,-70.2264,-68.7421,-73.6048,-69.6465,-69.9916,-71.2394,-69.5971,-69.4148,-69.5802,-70.2668,-71.3256,-70.4036,-69.9092,-69.8895,-68.7649,-80.9033,-71.4261,-70.7743,-74.0621,-69.6122,-70.9922,-70.8497,-70.2479,-70.6507,-69.9081,-70.5689,-70.653,-69.5662,-70.3033,-70.441,-69.5518,-67.7732,-70.6406,-69.1994,-75.2554,-70.5354,-70.0388,-69.3632
162468000,,-68.243,-68.6789,-68.311,-70.5497,-69.989,-71.5945,-72.0247,-70.4492,-72.1085,-70.6297,-74.108,-72.1956,-71.4877,-70.5835,-75.7305,-71.5883,-71.1929,-71.1387,-71.218,-70.7987,-71.748,-71.9111,-71.8599,-71.4543,-72.0075,-71.5048,-70.6479,-82.498,-72.1389,-72.0477,-74.6512,-71.4174,-72.6649,-72.1691,-71.8341,-71.7012,-71.6625,-72.2074,-71.7633,-71.0699,-71.1202,-71.5978,-71.3459,-70.6222,-71.5379,-71.0037,-76.1056,-72.3624,-70.8418,-70.2014
162472000,,-67.9517,-68.2804,-67.9663,-69.8669,-69.5756,-70.6563,-71.0488,-69.7716,-70.3218,-68.8861,-74.2286,-71.4193,-68.7913,-70.586,-78.3408,-69.595,-68.7689,-69.5623,-73.6982,-71.1335,-71.1842,-70.6884,-70.6035,-69.4306,-70.0901,-69.8483,-71.1575,-83.4314,-70.7722,-70.2274,-73.5567,-71.1618,-71.533,-71.8147,-70.5646,-69.5782,-68.9828,-68.5249,-70.7659,-72.0352,-70.8832,-68.6393,-70.4237,-69.8022,-71.2886,-70.2071,-76.5722,-69.9967,-71.3072,-72.144
162476000,,-66.4577,-67.6156,-66.1013,-69.1892,-68.9783,-69.8197,-70.295,-67.6611,-68.3094,-67.0712,-73.4974,-69.1069,-66.7272,-69.9905,-78.0713,-67.505,-66.1624,-68.3196,-73.2221,-70.8492,-70.2728,-68.9738,-68.765,-68.9177,-69.3315,-68.6409,-70.0941,-81.9624,-69.6039,-68.1777,-71.5944,-69.6525,-70.4331,-69.7086,-69.6451,-68.3322,-66.2743,-65.7404,-70.1566,-70.6103,-71.2688,-66.634,-69.439,-68.3461,-71.1977,-68.4163,-76.3826,-67.7221,-72.3101,-71.6954
162480000,,-69.3697,-71.7401,-69.4399,-73.4926,-71.5829,-71.6928,-71.4729,-71.2722,-71.7034,-72.6158,-76.7472,-72.1502,-72.0388,-72.4157,-77.5293,-71.9171,-71.3209,-71.0103,-73.5958,-72.9204,-72.5622,-71.8643,-72.6487,-73.0727,-72.0542,-71.9338,-72.9321,-83.9173,-73.2141,-72.1743,-74.9894,-73.2749,-72.9888,-72.6999,-73.326,-71.6984,-71.224,-71.3376,-73.0476,-72.0441,-72.0906,-71.5713,-71.125,-72.6481,-73.894,-71.3381,-78.1302,-72.0721,-72.9047,-72.9187
162484000,,-70.926,-71.7013,-71.0862,-73.334,-73.4834,-73.8387,-73.0691,-71.5176,-73.1991,-72.7774,-75.9234,-74.218,-75.0462,-73.1734,-77.6117,-72.4775,-73.5139,-72.0649,-73.22,-73.3311,-72.3016,-74.769,-73.8169,-73.322,-71.5705,-73.0034,-74.7845,-85.0004,-73.6506,-73.1916,-77.1575,-74.0461,-72.7978,-73.1265,-74.5402,-72.6705,-74.2335,-74.8417,-71.9289,-71.6679,-72.4735,-73.2459,-71.8792,-74.0266,-72.8168,-71.6479,-78.9465,-73.519,-73.0561,-72.4868
162488000,,-72.2954,-71.2515,-70.9714,-72.5679,-73.3313,-74.1102,-72.8931,-71.7202,-73.6933,-72.9651,-74.4572,-72.8755,-72.793,-72.5643,-77.8701,-73.357,-74.1457,-73.5916,-73.5106,-73.3895,-71.8948,-74.8461,-72.7972,-72.2283,-71.9892,-74.8707,-74.0897,-85.5569,-74.4138,-73.361,-76.1187,-74.1908,-73.7032,-73.624,-72.459,-72.9786,-73.8337,-73.7545,-72.6667,-72.0675,-73.1063,-72.2128,-73.2653,-72.7436,-72.7845,-73.7151,-78.1658,-74.5274,-73.2154,-72.3254
162492000,,-71.5084,-72.5437,-71.1916,-73.1638,-73.9632,-74.3716,-72.7147,-72.2867,-72.7692,-73.0238,-74.1979,-72.526,-74.0547,-73.0417,-79.2831,-73.2086,-73.1998,-72.7973,-73.4986,-72.185,-72.3032,-74.2904,-72.2641,-71.7593,-72.7198,-72.2522,-73.8506,-85.2634,-73.7394,-73.055,-75.8248,-73.1722,-75.3852,-73.6067,-72.7625,-73.2732,-72.7136,-73.065,-72.7616,-71.9873,-72.7409,-72.1138,-73.2366,-73.0762,-73.7443,-74.0917,-77.0943,-74.1958,-74.2537,-71.8345
162496000,,-69.7425,-71.1001,-72.0364,-73.3024,-74.0309,-73.6063,-73.4346,-72.8734,-72.4509,-72.9126,-74.5417,-71.7665,-73.1338,-72.9149,-76.8669,-72.1458,-73.065,-72.2501,-73.9084,-72.2047,-72.9047,-73.2804,-71.5635,-73.7762,-73.0834,-71.3505,-73.929,-85.0315,-74.7263,-72.4749,-75.6519,-72.8217,-75.1411,-73.2829,-75.1748,-73.7356,-73.1136,-72.8126,-73.8507,-73.0756,-72.9915,-73.1935,-74.8533,-73.5175,-73.4384,-74.9743,-77.5448,-73.6084,-74.0424,-72.3912
162500000,,-69.7353,-71.3486,-70.5849,-73.0276,-73.2127,-72.6814,-73.0125,-73.6959,-71.0552,-74.0567,-75.1714,-72.3275,-72.1567,-72.964,-77.0055,-73.6091,-73.3513,-73.799,-73.4225,-73.1571,-72.4362,-72.2681,-71.7237,-74.5264,-72.3911,-71.8978,-72.4447,-85.183,-74.9622,-72.4569,-75.2545,-73.7174,-74.353,-73.428,-74.2117,-72.4209,-73.863,-72.3706,-73.3015,-72.4065,-73.4824,-74.3023,-73.2462,-73.6934,-72.882,-73.867,-77.7469,-73.1431,-74.4971,-72.5294
162504000,,-69.3507,-70.9189,-70.3468,-71.4689,-72.263,-71.6293,-71.4281,-72.4913,-72.1855,-72.9488,-74.9282,-72.4938,-72.9453,-73.6635,-77.0939,-75.1167,-73.6666,-72.585,-72.6629,-72.2113,-71.3452,-72.0649,-71.1497,-72.3224,-72.6974,-72.4432,-73.28,-83.4675,-75.1371,-72.3708,-74.6098,-73.5342,-73.9892,-72.0997,-72.2966,-70.7817,-73.7035,-72.3053,-72.8807,-71.3795,-71.9279,-72.6761,-72.0427,-72.6209,-72.5083,-72.1331,-77.0178,-73.085,-73.3399,-73.5525
162508000,,-69.7536,-70.1001,-71.5802,-71.8097,-71.4132,-72.487,-72.8215,-72.6404,-74.9846,-72.5342,-74.9622,-72.6016,-72.483,-74.8872,-77.3262,-75.0481,-72.4603,-73.6813,-72.37,-72.0469,-71.6754,-72.5839,-71.9753,-71.3832,-73.6459,-72.2677,-74.8293,-84.1196,-74.3923,-73.0501,-75.4099,-73.5686,-73.1836,-73.559,-73.5149,-72.4113,-73.015,-71.7921,-72.9397,-71.6841,-72.6411,-71.7223,-71.9546,-72.5245,-73.0181,-73.232,-77.4421,-74.3481,-72.4236,-73.4783
162512000,,-70.1143,-70.1622,-70.6533,-73.0272,-71.2561,-73.892,-74.2937,-73.5406,-76.0903,-72.259,-75.3318,-73.3306,-73.6679,-75.0265,-77.8966,-73.8522,-71.7474,-74.0908,-71.1924,-72.5768,-72.3884,-72.904,-72.9385,-73.2474,-72.0424,-72.2534,-74.122,-85.5076,-75.14,-73.2738,-75.9674,-75.8015,-73.281,-73.0245,-73.527,-73.0064,-74.3237,-71.9296,-72.5973,-72.9704,-72.2712,-71.9535,-72.6309,-73.3423,-72.5658,-72.8652,-77.3612,-74.9994,-72.9594,-73.2731
162516000,,-70.0353,-70.9558,-69.7288,-72.6868,-70.4806,-73.7084,-74.727,-74.0585,-74.1205,-72.6653,-75.0826,-73.1835,-74.1723,-74.884,-76.2834,-73.9659,-73.7381,-72.098,-72.4739,-71.5271,-72.5566,-73.0195,-74.8244,-72.9436,-72.7549,-73.1477,-73.6016,-85.6409,-75.0144,-74.1987,-75.265,-73.9589,-74.9924,-73.2051,-72.1185,-71.7447,-73.2805,-71.5244,-72.7598,-73.4683,-72.7332,-73.5785,-73.4961,-74.1204,-72.2147,-72.6267,-76.9714,-73.9756,-73.2249,-71.7079
